TWEET,POLARITY,SUBJECTIVITY
"Today is a day most of us will never forget  a day when many in our community thought that our w…,0.42857142857142855, 0.5119047619047619
@Eso_Me_Emputa @Juzgue_Usted @CapitanVertebra @Lidel_KimJongUn @mister_nicotin_ @AbogadaChapina @Don_Kamu elohim yawhe jajajaja,0.0, 0.0
RT @YonLionel: #NewYearNewYou #new #wardrobe. #JanuaryBlues? Need some #retailtherapy? #Mecha #KimJongUn #NorthKorea #tshirt #design for #s…,0.13636363636363635, 0.45454545454545453
The 1st Annual WOWSCARS 

The Best Haircut in International Politics Award goes to?

#KimJongUn #DonaldTrump #BorisJohnson,0.5, 0.15
RT @RepKinzinger: Where #Assad is a good guy  #KimJongUn is a victim  and America is at fault for all of it... Welcome to Tulsi’s twisted f…,0.23125, 0.6375000000000001
Kim Jong Un&amp;#039;s favorite girl group could perform at the Winter Olympics - AOL #winter https://t.co/ixZ2jYOESz,0.5, 1.0
#Nostradamus predice numerose catastrofi per il 2018 https://t.co/2Lu9qOM2Q6 Dall'eruzione del #Vesuvio allo scoppi… https://t.co/aL1xsReKBJ,0.0, 0.0
@JimCarrey Mr. Carrey....I hate to inform you  but you wake up EVERY morning with only the next second to live. If… https://t.co/qHDepfLh4B,-0.13272727272727275, 0.48
What if random someone approaches you saying he’s from 2056 &amp; got here to undo a stupid nuclear war between… https://t.co/skkjZxGKEL,-0.6499999999999999, 0.75
RT @Uncle_Jimbo: Stop with the #TrueLies Jamie

The only one working to stop #Hawaii from taking an actual nuclear #ICBM strike 

Is @realD…,0.0, 0.55
RT @Uncle_Jimbo: Stop with the #TrueLies Jamie

The only one working to stop #Hawaii from taking an actual nuclear #ICBM strike 

Is @realD…,0.0, 0.55
RT @Uncle_Jimbo: Stop with the #TrueLies Jamie

The only one working to stop #Hawaii from taking an actual nuclear #ICBM strike 

Is @realD…,0.0, 0.55
RT @Uncle_Jimbo: Stop with the #TrueLies Jamie

The only one working to stop #Hawaii from taking an actual nuclear #ICBM strike 

Is @realD…,0.0, 0.55
RT @Newshaikuist: #Newshaiku 508

Trump tries https://t.co/TFgwz88brW.
Soul mate who'll understand him.
Kim's free Friday night.

#haiku #s…,0.15000000000000002, 0.6000000000000001
@Eso_Me_Emputa @Cocaflores2 @Lidel_KimJongUn @mister_nicotin_ @odioapancho @paac1974 @camionerogt @TuMatrushka… https://t.co/tUT9g2HSD6,0.0, 0.0
RT @RepKinzinger: Where #Assad is a good guy  #KimJongUn is a victim  and America is at fault for all of it... Welcome to Tulsi’s twisted f…,0.23125, 0.6375000000000001
RT @STARRUIZ25: @MelcochaGT @Juzgue_Usted @Eso_Me_Emputa @CapitanVertebra @Lidel_KimJongUn @mister_nicotin_ @AbogadaChapina @Don_Kamu Jajaj…,0.0, 0.0
RT @RepKinzinger: Where #Assad is a good guy  #KimJongUn is a victim  and America is at fault for all of it... Welcome to Tulsi’s twisted f…,0.23125, 0.6375000000000001
#Newshaiku 508

Trump tries https://t.co/TFgwz88brW.
Soul mate who'll understand him.
Kim's free Friday night.… https://t.co/n4oJ7VQi5p,0.15000000000000002, 0.6000000000000001
RT @RepKinzinger: Where #Assad is a good guy  #KimJongUn is a victim  and America is at fault for all of it... Welcome to Tulsi’s twisted f…,0.23125, 0.6375000000000001
@SethAbramson #Trump's a #PathologicalLiar! I take @SenatorDurbin's word over Trump  but my advice to Democrats--ha… https://t.co/SZioclByP7,0.0, 0.0
@SafetyPinDaily @TheHill @JacloPac Almost  but not quite  makes 1 want to thank #KimJongUn for NOT sending a missil… https://t.co/lsCmnarPlZ,0.0, 0.0
@Cocaflores2 @Lidel_KimJongUn @mister_nicotin_ @odioapancho @paac1974 @camionerogt @DonDrapperGt @TuMatrushka… https://t.co/ZIGm1LAdtX,0.0, 0.0
RT @BellaSarcastic: @STARRUIZ25 @jimmymoralesgt @jimmyporguate @Lidel_KimJongUn @Pellejoprepucio @MaximonGT @Maximus_Deus @juancarloslobo6…,0.0, 0.0
@STARRUIZ25 @jimmymoralesgt @jimmyporguate @Lidel_KimJongUn @Pellejoprepucio @MaximonGT @Maximus_Deus… https://t.co/MQSpaB1HqG,0.0, 0.0
@MelcochaGT @Juzgue_Usted @CapitanVertebra @Lidel_KimJongUn @mister_nicotin_ @AbogadaChapina @Don_Kamu ELOHIM!!!,0.0, 0.0
RT @STARRUIZ25: @MelcochaGT @Juzgue_Usted @Eso_Me_Emputa @CapitanVertebra @Lidel_KimJongUn @mister_nicotin_ @AbogadaChapina @Don_Kamu Jajaj…,0.0, 0.0
"Kim Jong-Un BLASTS “Warmonger” As US &amp; South Korea Begin Biggest-Ever Mission" https://t.co/lHGXefIFQy… https://t.co/JnaJxHZovp,0.0, 0.0
"Kim Jong-Un BLASTS “Warmonger” As US &amp; South Korea Begin Biggest-Ever Mission" https://t.co/fniR8EPXOQ… https://t.co/jrovRKYFrr,0.0, 0.0
RT @MPascualBa: La mejor publicidad de condones que se ha hecho en la vida #Control #Durex #preservativo #DonaldTrump #KimJongUn https://t.…,0.0, 0.0
RT @BartOedipoes: Vals alarm. #KimJongUn #Hawaii https://t.co/kSKJVww1Za,0.0, 0.0
@STARRUIZ25 @Juzgue_Usted @Eso_Me_Emputa @CapitanVertebra @Lidel_KimJongUn @mister_nicotin_ @AbogadaChapina @Don_Kamu jajajaja así vi,0.0, 0.0
Hawaii Shook By Fake Ballistic Missile Emergency https://t.co/h1jaA710w4 #Hawaii #NorthKorea #KimJongUn,-0.5, 1.0
RT @MPascualBa: La mejor publicidad de condones que se ha hecho en la vida #Control #Durex #preservativo #DonaldTrump #KimJongUn https://t.…,0.0, 0.0
@MelcochaGT @Juzgue_Usted @Eso_Me_Emputa @CapitanVertebra @Lidel_KimJongUn @mister_nicotin_ @AbogadaChapina… https://t.co/VC2EayXDvt,0.0, 0.0
RT @ButtNSkee: Reminds me of "you knew I was a snake when you let me in". Keep thinking about VX  used to kill KimJongUn's 1/2brother in th…,0.0, 0.0
RT @BellaSarcastic: @STARRUIZ25 @Lidel_KimJongUn @Pellejoprepucio @MaximonGT @Maximus_Deus @juancarloslobo6 @mister_nicotin_ @IreneMHasting…,0.0, 0.0
@realDonaldTrump you have a relationship with #KimJongUn? Did you tell your #Russian whores about this?,0.0, 0.0
RT @I_MustBeHeard: No my button! No my #button!! @realDonaldTrump #KimJongUn https://t.co/0bed91y4db,0.0, 0.0
RT @RusEmbDPRK: V.#Putin: I think that Kim Jong Un has obviously won this round. He has achieved his strategic goal. He has a nuclear warhe…,-0.1, 0.45
RT @RusEmbDPRK: V.#Putin: I think that Kim Jong Un has obviously won this round. He has achieved his strategic goal. He has a nuclear warhe…,-0.1, 0.45
5 razones por las que Zeno-sama (Dragon Ball Super) es la versión anime de Kim Jong-un
Existe en el mundo del anime… https://t.co/6jcfQtiHQJ,0.3333333333333333, 0.6666666666666666
RT @BellaSarcastic: @STARRUIZ25 @Lidel_KimJongUn @Pellejoprepucio @MaximonGT @Maximus_Deus @juancarloslobo6 @mister_nicotin_ @IreneMHasting…,0.0, 0.0
RT @RepKinzinger: Where #Assad is a good guy  #KimJongUn is a victim  and America is at fault for all of it... Welcome to Tulsi’s twisted f…,0.23125, 0.6375000000000001
@STARRUIZ25 @Lidel_KimJongUn @Pellejoprepucio @MaximonGT @Maximus_Deus @juancarloslobo6 @mister_nicotin_… https://t.co/yoyhGg09O5,0.0, 0.0
RT @Alex_Bruzzi1975: #JeffreyFeltman in qualità di #ViceSegretario delle #NazioniUnite in visita #diplomatica a #Pyongyang in #CoreadelNord…,0.0, 0.0
RT @Alex_Bruzzi1975: #KimJongIl con il figlio #KimJongUn  nel 2009 visitano un nuovo e moderno complesso di #casepopolari della... https://…,0.0, 0.0
https://t.co/YWiJlgrJlZ ffs #trump and #KimJongUn still at it!! 😕👀,0.0, 0.0
Trump’s ‘Fake News Awards’ could violate ethics rules - #WH staff are involved...check out @PressSec #fakenews twee… https://t.co/masZFx1Vs2,-0.5, 1.0
RT @CNEWSMatin: Comment prononcer «#KimJongUn» ? https://t.co/nEyGaWaXdw https://t.co/4PF7qY9vDV,0.0, 0.0
#Trump:'Sikutamka kuwa nina mahusiano mazuri na #KimJongUn' | TRT  Swahili https://t.co/Pn6u1g9PQy,0.0, 0.0
Comment prononcer «#KimJongUn» ? https://t.co/nEyGaWaXdw https://t.co/4PF7qY9vDV,0.0, 0.0
@NYTIMES should be charged with treason. They have a story today detailing how @POTUS is preparing for war with… https://t.co/dv6p5Dk65Y,0.0, 0.0
#BillClinton #NorthKorea #KimJongUn #Obama #Democrats #Nuclearbutton https://t.co/PRjtNh6wQB,0.0, 0.0
RT @fandetv: VIDEO⚡️Mardi @France2tv nous explique que #KimJongUn est seul responsable du rapprochement des 2 Corées et qu'il a ridiculisé…,0.0, 0.0
#DickDurbin does more damage to the United States than #KimJongUn.  Worse  he's made a career of it. #Democrats https://t.co/yMktetEAHH,0.04999999999999999, 0.55
Must be on #PlanetObama that @TulsiGabbard thinks #KimJongUn will sit down with Trump to "hash out differences" &amp; d… https://t.co/HwIwmzOywr,-0.15555555555555559, 0.2888888888888889
Poooooooooota  y ahí de esas  amado @Lidel_KimJongUn https://t.co/yvyqsWkK1G,0.0, 0.0
@Juzgue_Usted @AbogadaChapina @pepeliast @Perico8461 @mister_nicotin_ @BellaSarcastic @CapitanVertebra… https://t.co/yBO55LvZSI,0.0, 0.0
#Condoleezza #Rice: #KimJongUn is 'actually pretty #clever' https://t.co/M1uyxkr68r,0.20833333333333331, 0.9166666666666667
@000822e5bc974e0 @juancarloslobo6 @AbogadaChapina @monymoralest @bernardosilvagt @BellaSarcastic @Lidel_KimJongUn… https://t.co/k4OUwO0cd7,0.0, 0.0
RT @BellaSarcastic: @STARRUIZ25 @jimmymoralesgt @jimmyporguate @Lidel_KimJongUn @Pellejoprepucio @MaximonGT @Maximus_Deus @juancarloslobo6…,0.0, 0.0
Revelan amigos de la infancia de #KimJongUn como era de niño https://t.co/0gfn5leASR https://t.co/1aaS5SJyd2,0.0, 0.0
@JimCarrey @jamieleecurtis @BillClinton It was your guy  Barry Soetoro (aka @BarackObama )  who sat idly by  doing… https://t.co/aMB7z6p5oQ,0.0, 0.0
Rodman  Kim Jong Un’s Buddy  Arrested For Drunk-driving https://t.co/ifQrrWOLPu #kimjongun #news,0.0, 0.0
RT @GeorgeLVI: @STARRUIZ25 @jimmymoralesgt @jimmyporguate @Lidel_KimJongUn @Pellejoprepucio @MaximonGT @Maximus_Deus @juancarloslobo6 @mist…,0.0, 0.0
RT @Uncle_Jimbo: Stop with the #TrueLies Jamie

The only one working to stop #Hawaii from taking an actual nuclear #ICBM strike 

Is @realD…,0.0, 0.55
It's obvious from the tape #President #Trump says "I'd." #WAPO is just a piece of garbage by making itself the stor… https://t.co/kbvxp5AUbi,0.0, 0.5
@MelcochaGT @Juzgue_Usted @Eso_Me_Emputa @CapitanVertebra @Lidel_KimJongUn @mister_nicotin_ @AbogadaChapina @Don_Kamu Jajajaja culeros,0.0, 0.0
RT @BellaSarcastic: @STARRUIZ25 @jimmymoralesgt @jimmyporguate @Lidel_KimJongUn @Pellejoprepucio @MaximonGT @Maximus_Deus @juancarloslobo6…,0.0, 0.0
RT @Impakterdotcom: #Reading How #America Lost World Leadership @claudeforthomme -  https://t.co/Bzr3at3Bop #Immigrants #TrumpTweets #Europ…,0.0, 0.0
#Nostradamus predice numerose catastrofi per il 2018 https://t.co/nvnmZ10hto Dall'eruzione del #Vesuvio allo scoppi… https://t.co/URIA8DSmyq,0.0, 0.0
All due respect @TulsiPress  I understand your concern for people of #Hawaii after what happened; but if you think… https://t.co/7vOv1LO6SJ,-0.125, 0.375
RT @snicklink: 빵도없고 게임도 없다.
#KimJongUn #RocketMan https://t.co/O1bh114UyQ,0.0, 0.0
RT @kedifln: #Trump #KimJongUn #peace  #peoplearepeople #shitholedonald https://t.co/l9sJhTlDMm,0.0, 0.0
Reminds me of "you knew I was a snake when you let me in". Keep thinking about VX  used to kill KimJongUn's 1/2brot… https://t.co/Ip95krmkHW,0.0, 0.0
#Trump #KimJongUn #peace  #peoplearepeople #shitholedonald https://t.co/l9sJhTlDMm,0.0, 0.0
RT @RepKinzinger: Where #Assad is a good guy  #KimJongUn is a victim  and America is at fault for all of it... Welcome to Tulsi’s twisted f…,0.23125, 0.6375000000000001
