TWEET,POLARITY,SUBJECTIVITY
RT @NECROMANClNG: yall motherfuckers don’t even deserve animals honestly. this made me really sad and now i miss my dog who is at home prob…,0.04999999999999999, 0.95
RT @maya_rowe: Rt if your dog is an 11/10,0.0, 0.0
@Corrynmb But my favorite nickname given by Trump is  James "Mad Dog" Mattis. 🇺🇸 https://t.co/X1OgdXFJkI,-0.0625, 1.0
RT @UrgentPart2: TO BE DESTROYED 01/16/18 -  
 
https://t.co/bSZf0a3q3X
 
To rescue a Death Row Dog  Please read...
https://t.co/6HYiqjrRYS…,0.0, 0.0
RT @NECROMANClNG: yall motherfuckers don’t even deserve animals honestly. this made me really sad and now i miss my dog who is at home prob…,0.04999999999999999, 0.95
In today's tech start up news: the office dog pooped a nerf bullet,0.0, 0.0
RT @cjzisi: My review of THE VAULT https://t.co/paAik0zLTb @MarioAbate08 @ScottFlorence9 @joferjeff @ScottLakeHMF @horrorhouseMA @FrankSkud…,0.0, 0.0
I forgot about the dog https://t.co/Zfgjq8bNSt,0.0, 0.0
RT @Honda_History: 【HONDA Photo Collection】
☆ホンダ車とわんこ🐶☆　T360篇③
ホンダは、わんこの飼い主さん達を応援します!!
✨わんこにやさしいクルマづくり✨

by わんこと一緒に楽しいおでかけ情報をお届け「Honda Dog」…,0.0, 0.0
RT @LouDobbs: Retro RINO Retread – 2012 loser Romney can’t get the dog off the car and can’t quit attacking @realDonaldTrump. Join #Dobbs N…,0.0, 0.0
RT @NECROMANClNG: yall motherfuckers don’t even deserve animals honestly. this made me really sad and now i miss my dog who is at home prob…,0.04999999999999999, 0.95
RT @maya_rowe: Rt if your dog is an 11/10,0.0, 0.0
RT @NECROMANClNG: yall motherfuckers don’t even deserve animals honestly. this made me really sad and now i miss my dog who is at home prob…,0.04999999999999999, 0.95
@maya_rowe This is my dog https://t.co/93OJgq7CPz,0.0, 0.0
RT @maya_rowe: Rt if your dog is an 11/10,0.0, 0.0
RT @_BWORK: I feel bad for boogie  poor dog bout to hate his life w/o me.,-0.6333333333333333, 0.7222222222222222
RT @u2biker: Bill Clinton caught RED HANDED in Haiti-lie (proof!)... DoG https://t.co/9qfps6Wj3O via @ReadTheHornNews,0.0, 0.0
RT @PupsPorn: Dog tries to imitate little girl's cartwheel https://t.co/h0R27t5mdR,-0.14375, 0.45
RT @outwardhound_: Chick-A-Bone = Less Barking &amp; More Chewing! Shop Chick-A-Bone chicken flavored dog chew toys by #petstages and #outwardh…,-0.0472222222222222, 0.5055555555555555
RT @PepsiLew: Before the start of any relationship  it NEEDS to be established whether they love dogs or not. If I developed feelings for s…,0.3, 0.44999999999999996
RT @maya_rowe: Rt if your dog is an 11/10,0.0, 0.0
straightie dog the ugly nobody no emily idiot gay frick no,-0.3611111111111111, 0.7944444444444444
RT @keyloboleon: Loved Ratboys’ set. Also was a pleasure talking to Julia and hearing all the love for Skitchin Zine and my dog. 

1.13.17…,0.6, 0.7
RT @bigbangtheory: Love your dog more than you love people? You might be Raj. 🐶 13 Signs You're Raj From #BigBangTheory: https://t.co/THvNU…,0.5, 0.5666666666666668
RT @rudeweaver: Every time I'm in the shower my dog stares at me  worried  and he must assume I'm upset in here (because he hates baths) so…,0.0, 0.0
RT @maya_rowe: Rt if your dog is an 11/10,0.0, 0.0
RT @globalhalifax: “I thought  you know  she deserves to have something good  so that’s where all the stuff is coming from to make sure she…,0.6, 0.7444444444444445
RT @BabyAnimalPics: me if i was a dog https://t.co/99mS49UCn4,0.0, 0.0
@Aquilegia3 おっと、二度寝はナシだぜ。,0.0, 0.0
@Murr2 I was rushing to get my dog to a vet appointment  did not have time to delete and repost. Thanks though ^_^,0.2, 0.2
RT @CauseWereGuys: "Hello land dog I am sea dog nice to meet you" https://t.co/Ay9qnj4fDK,0.6, 1.0
RT @nypost: Most dog owners would rather hang out with their pet than people https://t.co/eyiQNMPGZs,0.5, 0.5
@fridaevelinne Your dog is so adorable,0.5, 1.0
RT @LouDobbs: Retro RINO Retread – 2012 loser Romney can’t get the dog off the car and can’t quit attacking @realDonaldTrump. Join #Dobbs N…,0.0, 0.0
RT @EhJovan: when you're tryna jack off but your dog won't leave https://t.co/zCHQWFdNNA,0.0, 0.0
harro this is dog,0.0, 0.0
RT @kelseyuhlich: this generation is offended by EVERYTHING like I miss when we could joke about dead babies and depression without people…,-0.2, 0.4
RT @mineifiwildout: shit white ppl like:
- putting vids of their friend Connor chugging a Smirnoff on one knee on their story
-knowing ever…,-0.1, 0.4
